date,time,exit_time,mode,trade_id,type,signal,symbol,entry,exit,qty,gross_pnl,charges,net_pnl,pnl,buy_charges,sell_charges,buy_turnover,sell_turnover,brokerage,stt,transaction,gst,stamp,sebi,reason
2026-05-27,10:16:52,10:38:16,PAPER,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,173.15,181.3,390,3178.5000000000023,213.3890856535,2965.1109143465023,2965.1109143465023,54.0092315345,159.379854119,67528.5,70707.0,40.0,106.0605,49.1012496,16.063107318,2.025855,0.13823549999999998,SL HIT
2026-05-27,11:09:22,11:22:50,PAPER,OK20260527110922,FULL,CE,NIFTY02JUN2624000CE,151.8,159.7,455,3594.4999999999895,217.8398992025,3376.6601007974896,3376.6601007974896,54.702944873,163.13695432949999,69069.0,72663.5,40.0,108.99525,50.343384,16.28732097,2.07207,0.14173249999999998,SL HIT
2026-05-27,11:31:28,11:37:39,PAPER,OK20260527113128,FULL,CE,NIFTY02JUN2624050CE,135.65,122.7,520,-6734.000000000002,201.48836641399998,-6935.488366414002,-6935.488366414002,55.364460546,146.12390586799998,70538.0,63804.0,40.0,95.706,47.7182784,15.813471671999999,2.11614,0.13434200000000002,EARLY EXIT: premium failed 9.5% after 371s
2026-05-27,14:14:58,14:24:06,PAPER,OK20260527141458,FULL,PE,NIFTY02JUN2623850PE,116.15,110.0,585,-3597.750000000003,201.37042588675,-3799.1204258867533,-3799.1204258867533,54.19802693675,147.17239895,67947.75,64350.0,40.0,96.525,46.99216080000001,15.682402538999998,2.0384325,0.13229775,REVERSAL EXIT: PE confirmed Supertrend flip + ORB fail + EMA21 loss
2026-05-27,14:37:13,14:38:51,PAPER,OK20260527143713,FULL,PE,NIFTY02JUN2623800PE,116.85,107.3,585,-5586.749999999998,198.52168999674996,-5785.271689996748,-5785.271689996748,54.38243174825,144.13925824849997,68357.25,62770.5,40.0,94.15575,46.5765768,15.607386819,2.0507175,0.13112775,EARLY EXIT: premium failed 8.2% after 98s
