timestamp,event,trade_id,mode,trade_type,signal,symbol,entry,exit,ltp,qty,pnl,gross_pnl,charges,buy_charges,sell_charges,buy_turnover,sell_turnover,net_pnl,reason,capital,daily_pnl,live_order_id,live_exit_order_id
2026-05-27T10:16:52,ENTRY,OK20260527101652,PAPER,FULL,CE,NIFTY02JUN2623950CE,173.15,,173.15,390,,,54.0092315345,54.0092315345,,67528.5,,,PAPER ENTRY,104799.46559306726,0.0,,
2026-05-27T10:38:16,EXIT,OK20260527101652,PAPER,FULL,CE,NIFTY02JUN2623950CE,173.15,181.3,181.3,390,2965.1109143465023,3178.5000000000023,213.3890856535,54.0092315345,159.379854119,67528.5,70707.0,2965.1109143465023,SL HIT,107764.57650741376,2965.1109143465023,,
2026-05-27T11:09:22,ENTRY,OK20260527110922,PAPER,FULL,CE,NIFTY02JUN2624000CE,151.8,,151.8,455,,,54.702944873,54.702944873,,69069.0,,,PAPER ENTRY,107764.57650741376,2965.1109143465023,,
2026-05-27T11:22:50,EXIT,OK20260527110922,PAPER,FULL,CE,NIFTY02JUN2624000CE,151.8,159.7,159.7,455,3376.6601007974896,3594.4999999999895,217.8398992025,54.702944873,163.13695432949999,69069.0,72663.5,3376.6601007974896,SL HIT,111141.23660821124,6341.7710151439915,,
2026-05-27T11:31:28,ENTRY,OK20260527113128,PAPER,FULL,CE,NIFTY02JUN2624050CE,135.65,,135.65,520,,,55.364460546,55.364460546,,70538.0,,,PAPER ENTRY,111141.23660821124,6341.7710151439915,,
2026-05-27T11:37:39,EXIT,OK20260527113128,PAPER,FULL,CE,NIFTY02JUN2624050CE,135.65,122.7,122.7,520,-6935.488366414002,-6734.000000000002,201.48836641399998,55.364460546,146.12390586799998,70538.0,63804.0,-6935.488366414002,EARLY EXIT: premium failed 9.5% after 371s,104205.74824179724,-593.7173512700101,,
2026-05-27T14:14:58,ENTRY,OK20260527141458,PAPER,FULL,PE,NIFTY02JUN2623850PE,116.15,,116.15,585,,,54.19802693675,54.19802693675,,67947.75,,,PAPER ENTRY,104205.74824179724,-593.7173512700101,,
2026-05-27T14:24:06,EXIT,OK20260527141458,PAPER,FULL,PE,NIFTY02JUN2623850PE,116.15,110.0,110.0,585,-3799.1204258867533,-3597.750000000003,201.37042588675,54.19802693675,147.17239895,67947.75,64350.0,-3799.1204258867533,REVERSAL EXIT: PE confirmed Supertrend flip + ORB fail + EMA21 loss,100406.62781591048,-4392.837777156763,,
2026-05-27T14:37:13,ENTRY,OK20260527143713,PAPER,FULL,PE,NIFTY02JUN2623800PE,116.85,,116.85,585,,,54.38243174825,54.38243174825,,68357.25,,,PAPER ENTRY,100406.62781591048,-4392.837777156763,,
2026-05-27T14:38:51,EXIT,OK20260527143713,PAPER,FULL,PE,NIFTY02JUN2623800PE,116.85,107.3,107.3,585,-5785.271689996748,-5586.749999999998,198.52168999674996,54.38243174825,144.13925824849997,68357.25,62770.5,-5785.271689996748,EARLY EXIT: premium failed 8.2% after 98s,94621.35612591374,-10178.10946715351,,
