timestamp,event,trade_id,mode,trade_type,signal,symbol,entry,exit,ltp,qty,pnl,gross_pnl,charges,buy_charges,sell_charges,buy_turnover,sell_turnover,net_pnl,reason,capital,daily_pnl,live_order_id,live_exit_order_id
2026-06-02T09:55:06,ENTRY,OK20260602095506,PAPER,FULL,CE,NIFTY02JUN2623300CE,60.05,,60.05,390,,,34.1461989815,34.1461989815,,23419.5,,,PAPER ENTRY,115397.34870889944,0.0,,
2026-06-02T09:56:01,RUNNER_TARGET_HOLD,OK20260602095506,PAPER,FULL,CE,NIFTY02JUN2623300CE,60.05,,68.65,390,,,,,,,,,RUNNER TARGET HOLD,115397.34870889944,0.0,,
2026-06-02T09:57:37,EXIT,OK20260602095506,PAPER,FULL,CE,NIFTY02JUN2623300CE,60.05,60.93039693892563,60.65,390,239.97639314665668,343.35480618099774,103.37841303434107,34.1461989815,69.23221405284107,23419.5,23762.854806180996,239.97639314665668,SL HIT,115637.3251020461,239.97639314665668,,
2026-06-02T10:22:08,ENTRY,OK20260602102208,PAPER,FULL,CE,NIFTY02JUN2623300CE,58.8,,58.8,390,,,33.926669444000005,33.926669444000005,,22932.0,,,PAPER ENTRY,115637.3251020461,239.97639314665668,,
2026-06-02T10:23:12,RUNNER_TARGET_HOLD,OK20260602102208,PAPER,FULL,CE,NIFTY02JUN2623300CE,58.8,,66.75,390,,,,,,,,,RUNNER TARGET HOLD,115637.3251020461,239.97639314665668,,
2026-06-02T10:23:23,PARTIAL_EXIT,OK20260602102208,PAPER,FULL,CE,NIFTY02JUN2623300CE,58.8,80.85,80.85,195,4217.111427535249,4299.749999999999,82.63857246475,28.763334721999996,53.87523774275,11466.0,15765.749999999998,4217.111427535249,PARTIAL EXIT,119854.43652958135,4457.087820681906,,
2026-06-02T10:24:28,EXIT,OK20260602102208,PAPER,FULL,CE,NIFTY02JUN2623300CE,58.8,87.958,80.4,195,5600.509752954231,5685.81,85.30024704576999,28.763334721999996,56.536912323770004,11466.0,17151.81,5600.509752954231,SL HIT,125454.94628253557,10057.597573636136,,
2026-06-02T10:41:50,ENTRY,OK20260602104150,PAPER,FULL,CE,NIFTY02JUN2623350CE,54.7,,54.7,390,,,33.206612561,33.206612561,,21333.0,,,PAPER ENTRY,125454.94628253557,10057.597573636136,,
2026-06-02T10:45:17,EXIT,OK20260602104150,PAPER,FULL,CE,NIFTY02JUN2623350CE,54.7,49.777,47.7,390,-2014.0557840915108,-1919.9700000000007,94.08578409150999,33.206612561,60.87917153051,21333.0,19413.03,-2014.0557840915108,SL HIT,123440.89049844406,8043.541789544625,,
2026-06-02T12:42:49,ENTRY,OK20260602124249,PAPER,FULL,CE,NIFTY02JUN2623300CE,70.45,,70.45,260,,,31.848456489,31.848456489,,18317.0,,,PAPER ENTRY,123440.89049844406,8043.541789544625,,
2026-06-02T12:43:39,RUNNER_TARGET_HOLD,OK20260602124249,PAPER,FULL,CE,NIFTY02JUN2623300CE,70.45,,80.45,260,,,,,,,,,RUNNER TARGET HOLD,123440.89049844406,8043.541789544625,,
2026-06-02T12:44:13,PARTIAL_EXIT,OK20260602124249,PAPER,FULL,CE,NIFTY02JUN2623300CE,70.45,93.2,93.2,130,2882.9092109835,2957.5,74.59078901650001,27.7242282445,46.86656077200001,9158.5,12116.0,2882.9092109835,PARTIAL EXIT,126323.79970942756,10926.451000528126,,
2026-06-02T12:48:26,EXIT,OK20260602124249,PAPER,FULL,CE,NIFTY02JUN2623300CE,70.45,143.20950000000002,139.6,130,9371.659778892008,9458.735000000002,87.075221107995,27.7242282445,59.35099286349501,9158.5,18617.235000000004,9371.659778892008,SL HIT,135695.45948831958,20298.110779420134,,
2026-06-02T15:17:36,ENTRY,OK20260602151736,PAPER,FULL,CE,NIFTY02JUN2623400CE,89.0,,89.0,455,,,41.835586915,41.835586915,,40495.0,,,PAPER ENTRY,128595.43884980083,13198.090140901384,,
2026-06-02T15:25:03,EXIT,OK20260602151736,PAPER,FULL,CE,NIFTY02JUN2623400CE,89.0,86.1,86.7,455,-1460.1649655485026,-1319.5000000000025,140.6649655485,41.835586915,98.8293786335,40495.0,39175.5,-1460.1649655485026,EOD FORCE EXIT,127135.27388425232,11737.92517535288,,
