timestamp,event,trade_id,mode,trade_type,signal,symbol,entry,exit,ltp,qty,pnl,gross_pnl,charges,buy_charges,sell_charges,buy_turnover,sell_turnover,net_pnl,reason,capital,daily_pnl,live_order_id,live_exit_order_id
2026-05-25T09:48:44,ENTRY,OK20260525094844,PAPER,HALF,PE,NIFTY26MAY2623900PE,85.7,,85.7,585,,,46.1764176365,46.1764176365,,50134.5,,,PAPER ENTRY,131028.35450453451,0.0,,
2026-05-25T10:00:12,EXIT,OK20260525094844,PAPER,HALF,PE,NIFTY26MAY2623900PE,85.7,78.5,78.5,585,-4369.962175069002,-4212.000000000002,157.962175069,46.1764176365,111.78575743250002,50134.5,45922.5,-4369.962175069002,EARLY EXIT: premium failed 8.4% after 687s,126658.39232946551,-4369.962175069002,,
2026-05-25T10:36:04,ENTRY,OK20260525103604,PAPER,HALF,CE,NIFTY26MAY2624000CE,97.05,,97.05,520,,,46.325697721999994,46.325697721999994,,50466.0,,,PAPER ENTRY,131028.35450453451,0.0,,
2026-05-25T10:40:49,EXIT,OK20260525103604,PAPER,HALF,CE,NIFTY26MAY2624000CE,97.05,100.65,100.65,520,1701.5687511320045,1872.0000000000045,170.431248868,46.325697721999994,124.10555114600001,50466.0,52338.0,1701.5687511320045,SL HIT,132729.9232556665,1701.5687511320045,,
2026-05-25T10:45:57,ENTRY,OK20260525104557,PAPER,HALF,CE,NIFTY26MAY2624000CE,98.05,,98.05,520,,,46.559862562,46.559862562,,50986.0,,,PAPER ENTRY,132729.9232556665,1701.5687511320045,,
2026-05-25T10:58:54,EXIT,OK20260525104557,PAPER,HALF,CE,NIFTY26MAY2624000CE,98.05,89.95,89.95,520,-4371.980769919997,-4211.999999999997,159.98076992,46.559862562,113.420907358,50986.0,46774.0,-4371.980769919997,EARLY EXIT: premium failed 8.3% after 776s,128357.9424857465,-2670.4120187879926,,
2026-05-25T11:13:08,ENTRY,OK20260525111308,PAPER,HALF,CE,NIFTY26MAY2624000CE,95.45,,95.45,585,,,48.74491322525,48.74491322525,,55838.25,,,PAPER ENTRY,128357.9424857465,-2670.4120187879926,,
2026-05-25T11:21:29,EXIT,OK20260525111308,PAPER,HALF,CE,NIFTY26MAY2624000CE,95.45,87.55,87.55,585,-4792.197308935004,-4621.500000000004,170.69730893500002,48.74491322525,121.95239570975001,55838.25,51216.75,-4792.197308935004,EARLY EXIT: premium failed 8.3% after 501s,123565.7451768115,-7462.609327722997,,
2026-05-25T13:28:25,ENTRY,OK20260525132825,PAPER,HALF,CE,NIFTY26MAY2624000CE,85.8,,85.8,585,,,46.202761181,46.202761181,,50193.0,,,PAPER ENTRY,119195.78300174251,-11832.571502792,,
2026-05-25T13:42:03,EXIT,OK20260525132825,PAPER,HALF,CE,NIFTY26MAY2624000CE,85.8,77.45,77.45,585,-5041.5589638962465,-4884.749999999996,156.80896389625002,46.202761181,110.60620271525,50193.0,45308.25,-5041.5589638962465,EARLY EXIT: premium failed 9.7% after 817s,114154.22403784627,-16874.130466688246,,
2026-05-25T13:45:20,ENTRY,OK20260525134520,PAPER,HALF,PE,NIFTY26MAY2623950PE,79.25,,79.25,650,,,46.796954462500004,46.796954462500004,,51512.5,,,PAPER ENTRY,114154.22403784627,-16874.130466688246,,
2026-05-25T13:47:56,EXIT,OK20260525134520,PAPER,HALF,PE,NIFTY26MAY2623950PE,79.25,72.85,72.85,650,-4321.328765205004,-4160.000000000004,161.328765205,46.796954462500004,114.5318107425,51512.5,47352.49999999999,-4321.328765205004,EARLY EXIT: premium failed 8.1% after 155s,109832.89527264127,-21195.45923189325,,
2026-05-25T14:08:25,ENTRY,OK20260525140825,PAPER,HALF,PE,NIFTY26MAY2623950PE,78.8,,78.8,715,,,48.971760414,48.971760414,,56342.0,,,PAPER ENTRY,109832.89527264127,-21195.45923189325,,
2026-05-25T14:11:29,EXIT,OK20260525140825,PAPER,HALF,PE,NIFTY26MAY2623950PE,78.8,72.0,72.0,715,-5033.429679573998,-4861.999999999998,171.42967957399998,48.971760414,122.45791915999999,56342.0,51480.0,-5033.429679573998,EARLY EXIT: premium failed 8.6% after 184s,104799.46559306727,-26228.888911467246,,
