timestamp,stage,trade_id,trade_type,signal,symbol,token,entry,ltp,nifty,qty,sl,target,peak,capital,daily_pnl
2026-05-27T10:17:03,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,172.5,23945.3,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:17:14,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,173.35,23950.5,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:17:24,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,171.95,23951.45,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:17:35,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,173.7,23952.25,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:17:45,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,173.3,23952.0,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:17:56,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,175.2,23952.6,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:18:07,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,176.15,23953.6,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:18:17,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,174.2,23950.8,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:18:28,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,175.65,23950.8,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:18:39,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,175.2,23952.1,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:18:49,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,176.85,23953.3,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:19:00,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,176.35,23952.5,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:19:10,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,174.45,23952.2,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:19:21,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,173.85,23950.45,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:19:32,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,174.2,23949.15,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:19:42,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,175.25,23950.15,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:19:53,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,175.05,23951.0,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:20:04,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,176.3,23952.35,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:20:18,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,173.55,23953.55,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:20:28,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,176.6,23954.1,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:20:39,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,175.75,23954.35,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:20:50,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,174.9,23955.2,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:21:00,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,175.4,23954.2,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:21:11,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,174.15,23951.85,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:21:22,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,176.55,23952.75,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:21:32,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,178.35,23956.05,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:21:43,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,175.7,23955.55,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:21:54,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,176.2,23952.75,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:22:05,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,174.3,23949.35,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:22:15,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,172.1,23945.35,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:22:26,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,173.35,23943.35,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:22:37,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,174.65,23948.4,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:22:48,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,172.85,23945.85,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:22:59,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,172.75,23944.05,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:23:09,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,172.0,23944.45,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:23:20,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,172.95,23945.1,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:23:31,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,172.05,23944.9,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:23:42,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,171.8,23945.3,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:23:52,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,174.1,23945.2,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:24:03,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,174.85,23947.75,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:24:14,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,178.0,23955.45,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:24:26,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,178.8,23955.85,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:24:37,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,178.05,23956.9,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:24:48,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,177.65,23955.9,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:24:59,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,176.95,23954.65,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:25:10,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,178.9,23957.0,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:25:20,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,175.85,23957.05,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:25:31,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,176.45,23956.85,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:25:42,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,176.2,23957.3,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:25:53,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,176.75,23958.65,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:26:04,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,177.6,23959.8,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
2026-05-27T10:26:14,LTP,OK20260527101652,FULL,CE,NIFTY02JUN2623950CE,57048,173.15,177.5,23961.8,390,157.56650000000002,196.52525,173.15,104799.46559306726,0.0
