date,time,exit_time,mode,trade_id,type,signal,symbol,entry,exit,qty,gross_pnl,charges,net_pnl,pnl,brokerage,stt,transaction,gst,stamp,sebi,reason
2026-05-08,10:14:40,10:51:17,PAPER,OK20260508101440,HALF,CE,NIFTY12MAY2624250CE,155.0,153.45,130,-201.50000000000148,94.58,-296.08000000000146,-296.08000000000146,40.0,29.92,14.24,9.77,0.6,0.04,SL HIT
2026-05-08,11:23:25,12:20:47,PAPER,OK20260508112325,HALF,PE,NIFTY12MAY2624200PE,150.7,150.05,130,-84.49999999999704,93.48,-177.97999999999706,-177.97999999999706,40.0,29.26,13.89,9.71,0.59,0.04,SL HIT
2026-05-08,12:44:16,12:50:14,PAPER,OK20260508124416,HALF,PE,NIFTY12MAY2624150PE,141.7,140.2,130,-195.0,90.49,-285.49,-285.49,40.0,27.34,13.02,9.55,0.55,0.04,SL HIT
2026-05-08,13:28:52,13:39:07,PAPER,OK20260508132852,HALF,CE,NIFTY12MAY2624200CE,164.05,150.25,130,-1794.0000000000014,94.31,-1888.3100000000013,-1888.3100000000013,40.0,29.3,14.51,9.82,0.64,0.04,REVERSAL EXIT: CE confirmed Supertrend flip + ORB fail + EMA21 loss
2026-05-08,13:51:01,14:05:29,PAPER,OK20260508135101,HALF,PE,NIFTY12MAY2624150PE,138.05,144.9,130,890.4999999999993,91.45,799.0499999999993,799.0499999999993,40.0,28.26,13.07,9.56,0.54,0.04,SL HIT
2026-05-08,14:31:35,14:40:47,PAPER,OK20260508143135,HALF,CE,NIFTY12MAY2624200CE,152.35,189.6,130,4842.5,103.45,4739.05,4739.05,40.0,36.97,15.79,10.05,0.59,0.04,TARGET HIT
